TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
C548576,2023-04-01,84632,Decorative Hanging Shelving Unit,71.7,-1,15696.0,United Kingdom
548557,2023-04-01,84816,Danish Rose Bedside Cabinet,51.2,1,15018.0,United Kingdom
548666,2023-04-01,22824,3 Tier Sweetheart Garden Shelf,47.1,1,13124.0,EIRE
C548609,2023-04-01,21277,French Style Embossed Heart Cabinet,32.75,-1,15589.0,United Kingdom
548663,2023-04-01,21217,Red Retrospot Round Cake Tins,31.56,1,12663.0,United Kingdom
548663,2023-04-01,22501,Picnic Basket Wicker Large,31.56,3,12663.0,United Kingdom
548559,2023-04-01,22848,Bread Bin Diner Style Pink,27.62,2,16214.0,United Kingdom
548610,2023-04-01,23010,Circus Parade Baby Gift Set,27.62,2,15860.0,United Kingdom
548610,2023-04-01,23009,I Love London Baby Gift Set,27.62,1,15860.0,United Kingdom
548610,2023-04-01,23008,Dolly Girl Baby Gift Set,27.62,2,15860.0,United Kingdom
548663,2023-04-01,22171,3 Hook Photo Shelf Antique White,27.3,1,12663.0,United Kingdom
548663,2023-04-01,22844,Vintage Cream Dog Food Container,27.3,1,12663.0,United Kingdom
548663,2023-04-01,21257,Victorian Sewing Box Medium,26.43,1,12663.0,United Kingdom
548664,2023-04-01,23008,Dolly Girl Baby Gift Set,25.57,6,14911.0,EIRE
548664,2023-04-01,23010,Circus Parade Baby Gift Set,25.57,6,14911.0,EIRE
548550,2023-04-01,22296,Heart Ivory Trellis Large,11.94,12,18161.0,United Kingdom
548550,2023-04-01,21790,Vintage Snap Cards,11.12,12,18161.0,United Kingdom
548550,2023-04-01,22393,Paperweight Vintage Collage,12.86,6,18161.0,United Kingdom
548550,2023-04-01,85061W,White Jewelled Heart Decoration,11.12,24,18161.0,United Kingdom
548550,2023-04-01,22720,Set Of 3 Cake Tins Pantry Design,15.32,6,18161.0,United Kingdom
548550,2023-04-01,85123A,Cream Hanging Heart T-Light Holder,13.27,6,18161.0,United Kingdom
548550,2023-04-01,21794,Classic French Style Basket Natural,17.17,2,18161.0,United Kingdom
548550,2023-04-01,84879,Assorted Colour Bird Ornament,11.98,16,18161.0,United Kingdom
548550,2023-04-01,22662,Lunch Bag Dolly Girl Design,5.97,10,18161.0,United Kingdom
548550,2023-04-01,20728,Lunch Bag Cars Blue,5.97,10,18161.0,United Kingdom
548551,2023-04-01,22623,Box Of Vintage Jigsaw Blocks,15.32,6,14886.0,United Kingdom
548551,2023-04-01,22561,Wooden School Colouring Set,11.94,12,14886.0,United Kingdom
548551,2023-04-01,23127,Feltcraft Girl Nicole Kit,15.32,4,14886.0,United Kingdom
548551,2023-04-01,23126,Feltcraft Girl Amelie Kit,15.32,4,14886.0,United Kingdom
548551,2023-04-01,22961,Jam Making Set Printed,11.74,12,14886.0,United Kingdom
548551,2023-04-01,22722,Set Of 6 Spice Tins Pantry Design,14.3,4,14886.0,United Kingdom
548551,2023-04-01,22904,Calendar Paper Cut Design,13.27,6,14886.0,United Kingdom
548551,2023-04-01,22666,Recipe Box Pantry Yellow Design,13.27,6,14886.0,United Kingdom
548551,2023-04-01,22287,Decoration Wobbly Chicken,11.94,12,14886.0,United Kingdom
548551,2023-04-01,22286,Decoration Wobbly Rabbit Metal,11.94,12,14886.0,United Kingdom
548551,2023-04-01,22291,Hanging Chick Cream Decoration,11.74,24,14886.0,United Kingdom
548551,2023-04-01,22267,Easter Decoration Egg Bunny,11.53,12,14886.0,United Kingdom
548551,2023-04-01,22281,Easter Tree Yellow Birds,16.35,2,14886.0,United Kingdom
548551,2023-04-01,20726,Lunch Bag Woodland,5.97,10,14886.0,United Kingdom
548551,2023-04-01,20728,Lunch Bag Cars Blue,5.97,10,14886.0,United Kingdom
548551,2023-04-01,22662,Lunch Bag Dolly Girl Design,5.97,10,14886.0,United Kingdom
548551,2023-04-01,22382,Lunch Bag Spaceboy Design,5.97,10,14886.0,United Kingdom
548552,2023-04-01,22607,Wooden Rounders Garden Set,18.96,8,17613.0,United Kingdom
548552,2023-04-01,85123A,Cream Hanging Heart T-Light Holder,13.27,12,17613.0,United Kingdom
548552,2023-04-01,21931,Jumbo Storage Bag Suki,12.25,10,17613.0,United Kingdom
548552,2023-04-01,21714,Citronella Candle Garden Pot,11.53,12,17613.0,United Kingdom
548552,2023-04-01,21936,Red Retrospot Picnic Bag,13.27,5,17613.0,United Kingdom
548552,2023-04-01,22224,White Lovebird Lantern,13.27,6,17613.0,United Kingdom
548552,2023-04-01,72807C,Set/3 Vanilla Scented Candle In Box,14.61,4,17613.0,United Kingdom
548552,2023-04-01,48194,Doormat Hearts,18.4,2,17613.0,United Kingdom
548552,2023-04-01,22168,Organiser Wood Antique White,18.96,2,17613.0,United Kingdom
548552,2023-04-01,22385,Jumbo Bag Spaceboy Design,6.13,10,17613.0,United Kingdom
548553,2023-04-01,21472,Ladybird + Bee Raffia Food Cover,14.09,6,12523.0,France
548553,2023-04-01,22262,Felt Egg Cosy Chicken,11.12,12,12523.0,France
548553,2023-04-01,23231,Wrap Vintage Doily,10.68,25,12523.0,France
548553,2023-04-01,21844,Red Retrospot Mug,13.27,6,12523.0,France
548553,2023-04-01,22957,Set 3 Paper Vintage Chick Paper Egg,13.27,6,12523.0,France
548553,2023-04-01,21533,Retrospot Large Milk Jug,15.32,3,12523.0,France
548553,2023-04-01,21535,Red Retrospot Small Milk Jug,12.86,6,12523.0,France
548553,2023-04-01,22285,Hanging Hen On Nest Decoration,11.94,12,12523.0,France
548553,2023-04-01,35911A,Multicolour Rabbit Egg Warmer,11.12,12,12523.0,France
548554,2023-04-01,21043,Apron Modern Vintage Cotton,12.25,60,13694.0,United Kingdom
548554,2023-04-01,21096,Set/6 Fruit Salad Paper Plates,10.65,192,13694.0,United Kingdom
548554,2023-04-01,21287,Scented Velvet Lounge Candle,10.64,288,13694.0,United Kingdom
548554,2023-04-01,21319,Glass Chalice Green Small,10.65,72,13694.0,United Kingdom
548554,2023-04-01,21318,Glass Chalice Blue Small,10.65,72,13694.0,United Kingdom
548554,2023-04-01,21654,Ridged Glass Finger Bowl,10.65,144,13694.0,United Kingdom
548554,2023-04-01,22060,Large Cake Stand Hanging Hearts,14.3,24,13694.0,United Kingdom
548554,2023-04-01,79030D,Tumbler Baroque,10.65,24,13694.0,United Kingdom
548554,2023-04-01,79030G,Tumbler New England,10.65,24,13694.0,United Kingdom
548554,2023-04-01,84596B,Small Dolly Mix Design Orange Bowl,10.68,144,13694.0,United Kingdom
548554,2023-04-01,84596F,Small Marshmallows Pink Bowl,10.68,72,13694.0,United Kingdom
548554,2023-04-01,84596G,Small Chocolates Pink Bowl,10.68,72,13694.0,United Kingdom
548554,2023-04-01,84596J,Mixed Nuts Light Green Bowl,10.68,72,13694.0,United Kingdom
548554,2023-04-01,84596L,Biscuits Small Bowl Light Blue,10.68,72,13694.0,United Kingdom
548554,2023-04-01,85132A,Charlie + Lola Biscuits Tins,12.25,48,13694.0,United Kingdom
548554,2023-04-01,85132B,Charlie And Lola Table Tins,12.25,12,13694.0,United Kingdom
548554,2023-04-01,85132C,Charlie And Lola Figures Tins,12.25,12,13694.0,United Kingdom
548554,2023-04-01,85144,Jardin Etched Glass Cheese Dish,12.25,12,13694.0,United Kingdom
548554,2023-04-01,85145,Jardin Etched Glass Large Bell Jar,14.3,4,13694.0,United Kingdom
548555,2023-04-01,22148,Easter Craft 4 Chicks,12.25,12,13758.0,United Kingdom
548555,2023-04-01,22281,Easter Tree Yellow Birds,16.35,2,13758.0,United Kingdom
548555,2023-04-01,22088,Paper Bunting Coloured Lace,13.27,12,13758.0,United Kingdom
548555,2023-04-01,22090,Paper Bunting Retrospot,13.27,12,13758.0,United Kingdom
548555,2023-04-01,22168,Organiser Wood Antique White,18.96,2,13758.0,United Kingdom
548555,2023-04-01,22979,Pantry Washing Up Brush,11.74,12,13758.0,United Kingdom
548555,2023-04-01,22138,Baking Set 9 Piece Retrospot,15.32,3,13758.0,United Kingdom
548555,2023-04-01,22139,Retrospot Tea Set Ceramic 11 Pc,15.32,3,13758.0,United Kingdom
548555,2023-04-01,22784,Lantern Cream Gazebo,15.32,6,13758.0,United Kingdom
548555,2023-04-01,20725,Lunch Bag Red Retrospot,5.97,10,13758.0,United Kingdom
548555,2023-04-01,20728,Lunch Bag Cars Blue,5.97,10,13758.0,United Kingdom
548555,2023-04-01,22383,Lunch Bag Suki Design,5.97,10,13758.0,United Kingdom
548555,2023-04-01,22384,Lunch Bag Pink Polkadot,5.97,10,13758.0,United Kingdom
548556,2023-04-01,84313B,Blue Tv Tray Table,12.25,26,13694.0,United Kingdom
548556,2023-04-01,84313C,Orange Tv Tray Table,12.25,96,13694.0,United Kingdom
548557,2023-04-01,85179A,Green Bitty Light Chain,15.02,3,15018.0,United Kingdom
548557,2023-04-01,20829,Glitter Hanging Butterfly String,12.4,8,15018.0,United Kingdom
548557,2023-04-01,21534,Dairy Maid Large Milk Jug,15.32,3,15018.0,United Kingdom
548557,2023-04-01,22132,Red Love Heart Shape Cup,11.12,12,15018.0,United Kingdom
548557,2023-04-01,21240,Blue Polkadot Cup,11.12,8,15018.0,United Kingdom
548557,2023-04-01,21245,Green Polkadot Plate,11.98,8,15018.0,United Kingdom
548557,2023-04-01,21243,Pink Polkadot Plate,11.98,8,15018.0,United Kingdom
548557,2023-04-01,20675,Blue Polkadot Bowl,11.53,8,15018.0,United Kingdom
548557,2023-04-01,84978,Hanging Heart Jar T-Light Holder,11.53,12,15018.0,United Kingdom
548558,2023-04-01,22231,Jigsaw Tree With Birdhouse,11.74,12,13626.0,United Kingdom
548558,2023-04-01,22230,Jigsaw Tree With Watering Can,11.12,12,13626.0,United Kingdom
548558,2023-04-01,22957,Set 3 Paper Vintage Chick Paper Egg,13.27,6,13626.0,United Kingdom
548558,2023-04-01,22241,Garland Wooden Happy Easter,11.53,12,13626.0,United Kingdom
548558,2023-04-01,20749,Assorted Colour Mini Cases,18.4,2,13626.0,United Kingdom
548558,2023-04-01,21986,Pack Of 12 Pink Polkadot Tissues,10.55,24,13626.0,United Kingdom
548558,2023-04-01,21984,Pack Of 12 Pink Paisley Tissues,10.55,24,13626.0,United Kingdom
548558,2023-04-01,21980,Pack Of 12 Red Retrospot Tissues,10.55,24,13626.0,United Kingdom
548558,2023-04-01,22557,Plasters In Tin Vintage Paisley,11.94,12,13626.0,United Kingdom
548558,2023-04-01,22961,Jam Making Set Printed,11.74,12,13626.0,United Kingdom
548558,2023-04-01,21428,Set3 Book Box Green Gingham Flower,14.61,4,13626.0,United Kingdom
548558,2023-04-01,21430,Set/3 Red Gingham Rose Storage Box,14.09,4,13626.0,United Kingdom
548558,2023-04-01,21992,Vintage Paisley Stationery Set,13.27,6,13626.0,United Kingdom
548558,2023-04-01,85015,Set Of 12 Vintage Postcard Set,12.86,6,13626.0,United Kingdom
548558,2023-04-01,22907,Pack Of 20 Napkins Pantry Design,11.12,12,13626.0,United Kingdom
548558,2023-04-01,22524,Childrens Garden Gloves Blue,11.53,10,13626.0,United Kingdom
548558,2023-04-01,22520,Childs Garden Trowel Blue,11.12,12,13626.0,United Kingdom
548558,2023-04-01,22522,Childs Garden Fork Blue,11.12,12,13626.0,United Kingdom
548558,2023-04-01,22138,Baking Set 9 Piece Retrospot,15.32,3,13626.0,United Kingdom
548559,2023-04-01,22699,Roses Regency Teacup And Saucer,13.27,8,16214.0,United Kingdom
548559,2023-04-01,22698,Pink Regency Teacup And Saucer,13.27,8,16214.0,United Kingdom
548559,2023-04-01,22697,Green Regency Teacup And Saucer,13.27,8,16214.0,United Kingdom
548560,2023-04-01,84970L,Single Heart Zinc T-Light Holder,11.22,24,13468.0,United Kingdom
548560,2023-04-01,22178,Victorian Glass Hanging T-Light,11.53,24,13468.0,United Kingdom
548560,2023-04-01,84949,Silver Hanging T-Light Holder,11.94,36,13468.0,United Kingdom
548560,2023-04-01,37342,Polkadot Coffee Cup & Saucer Pink,11.06,48,13468.0,United Kingdom
548560,2023-04-01,85123A,Cream Hanging Heart T-Light Holder,12.86,32,13468.0,United Kingdom
