TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
C562582,2023-08-07,23008,Dolly Girl Baby Gift Set,27.62,-1,15640.0,United Kingdom
562570,2023-08-07,22606,Wooden Skittles Garden Set,26.6,2,14079.0,United Kingdom
562575,2023-08-07,22423,Regency Cakestand 3 Tier,23.32,4,15411.0,United Kingdom
562580,2023-08-07,22423,Regency Cakestand 3 Tier,23.32,1,14024.0,United Kingdom
562571,2023-08-07,23111,Parisienne Sewing Box,23.06,1,13782.0,United Kingdom
562563,2023-08-07,22966,Gingerbread Man Cookie Cutter,11.53,36,13450.0,United Kingdom
562563,2023-08-07,22621,Traditional Knitting Nancy,11.94,24,13450.0,United Kingdom
562563,2023-08-07,22570,Feltcraft Cushion Rabbit,14.09,16,13450.0,United Kingdom
562563,2023-08-07,21704,Bag 250g Swirly Marbles,10.99,72,13450.0,United Kingdom
562563,2023-08-07,21703,Bag 125g Swirly Marbles,10.68,72,13450.0,United Kingdom
562563,2023-08-07,22620,4 Traditional Spinning Tops,11.74,24,13450.0,United Kingdom
562563,2023-08-07,22147,Feltcraft Butterfly Hearts,11.74,12,13450.0,United Kingdom
562563,2023-08-07,22150,3 Stripey Mice Feltcraft,12.25,12,13450.0,United Kingdom
562564,2023-08-07,20724,Red Retrospot Charlotte Bag,11.12,10,15058.0,United Kingdom
562564,2023-08-07,22356,Charlotte Bag Pink Polkadot,11.12,10,15058.0,United Kingdom
562564,2023-08-07,20723,Strawberry Charlotte Bag,11.12,10,15058.0,United Kingdom
562564,2023-08-07,20719,Woodland Charlotte Bag,11.12,10,15058.0,United Kingdom
562564,2023-08-07,22144,Christmas Craft Little Friends,12.4,22,15058.0,United Kingdom
562564,2023-08-07,22141,Christmas Craft Tree Top Angel,12.4,8,15058.0,United Kingdom
562564,2023-08-07,22142,Christmas Craft White Fairy,11.74,12,15058.0,United Kingdom
562564,2023-08-07,22147,Feltcraft Butterfly Hearts,11.74,10,15058.0,United Kingdom
562564,2023-08-07,22150,3 Stripey Mice Feltcraft,12.25,13,15058.0,United Kingdom
562564,2023-08-07,22149,Feltcraft 6 Flower Friends,12.4,20,15058.0,United Kingdom
562564,2023-08-07,22557,Plasters In Tin Vintage Paisley,11.94,1,15058.0,United Kingdom
562564,2023-08-07,20727,Lunch Bag Black Skull,5.97,1,15058.0,United Kingdom
562564,2023-08-07,23209,Lunch Bag Vintage Doily,5.97,1,15058.0,United Kingdom
562564,2023-08-07,20725,Lunch Bag Red Retrospot,5.97,1,15058.0,United Kingdom
562564,2023-08-07,23208,Lunch Bag Vintage Leaf Design,5.97,1,15058.0,United Kingdom
562565,2023-08-07,23321,Small White Heart Of Wicker,11.94,10,16206.0,United Kingdom
562565,2023-08-07,23322,Large White Heart Of Wicker,13.27,10,16206.0,United Kingdom
562565,2023-08-07,22696,Wicker Wreath Large,12.25,5,16206.0,United Kingdom
562565,2023-08-07,21733,Red Hanging Heart T-Light Holder,13.27,2,16206.0,United Kingdom
562565,2023-08-07,85131D,Beaded Crystal Heart Pink On Stick,11.53,3,16206.0,United Kingdom
562565,2023-08-07,85131B,Beaded Crystal Heart Green On Stick,11.53,3,16206.0,United Kingdom
562565,2023-08-07,85131C,Beaded Crystal Heart Blue On Stick,11.53,3,16206.0,United Kingdom
562565,2023-08-07,84692,Box Of 24 Cocktail Parasols,10.68,1,16206.0,United Kingdom
562565,2023-08-07,23319,Box Of 6 Mini 50'S Crackers,12.8,3,16206.0,United Kingdom
562565,2023-08-07,21116,Owl Doorstop,15.32,2,16206.0,United Kingdom
562565,2023-08-07,22804,Pink Hanging Heart T-Light Holder,13.27,2,16206.0,United Kingdom
562565,2023-08-07,85123A,Cream Hanging Heart T-Light Holder,13.27,2,16206.0,United Kingdom
562565,2023-08-07,23320,Giant 50'S Christmas Cracker,13.21,3,16206.0,United Kingdom
562566,2023-08-07,22222,Cake Plate Lovebird White,14.61,12,16954.0,United Kingdom
562566,2023-08-07,22131,Food Container Set 3 Love Heart,12.25,6,16954.0,United Kingdom
562566,2023-08-07,21976,Pack Of 60 Mushroom Cake Cases,10.81,24,16954.0,United Kingdom
562566,2023-08-07,21215,Ivory Paper Cup Cake Cases,10.81,48,16954.0,United Kingdom
562566,2023-08-07,21977,Pack Of 60 Pink Paisley Cake Cases,10.81,24,16954.0,United Kingdom
562566,2023-08-07,22951,60 Cake Cases Dolly Girl Design,10.81,24,16954.0,United Kingdom
562567,2023-08-07,20719,Woodland Charlotte Bag,11.12,10,12877.0,United Kingdom
562567,2023-08-07,20723,Strawberry Charlotte Bag,11.12,10,12877.0,United Kingdom
562567,2023-08-07,20724,Red Retrospot Charlotte Bag,11.12,10,12877.0,United Kingdom
562567,2023-08-07,22355,Charlotte Bag Suki Design,11.12,10,12877.0,United Kingdom
562567,2023-08-07,22661,Charlotte Bag Dolly Girl Design,11.12,10,12877.0,United Kingdom
562567,2023-08-07,21509,Cowboys And Indians Birthday Card,10.68,12,12877.0,United Kingdom
562567,2023-08-07,22027,Tea Party Birthday Card,10.68,12,12877.0,United Kingdom
562567,2023-08-07,22029,Spaceboy Birthday Card,10.68,12,12877.0,United Kingdom
562567,2023-08-07,22712,Card Dolly Girl,10.68,12,12877.0,United Kingdom
562567,2023-08-07,22714,Card Birthday Cowboy,10.68,12,12877.0,United Kingdom
562567,2023-08-07,22817,Card Suki Birthday,10.68,12,12877.0,United Kingdom
562567,2023-08-07,15036,Assorted Colours Silk Fan,11.1,12,12877.0,United Kingdom
562567,2023-08-07,15044D,Red Paper Parasol,13.27,6,12877.0,United Kingdom
562568,2023-08-07,21246,Red Retrospot Big Bowl,15.32,6,12720.0,Germany
562568,2023-08-07,21880,Red Retrospot Tape,10.92,12,12720.0,Germany
562568,2023-08-07,20719,Woodland Charlotte Bag,11.12,10,12720.0,Germany
562568,2023-08-07,22553,Plasters In Tin Skulls,11.94,12,12720.0,Germany
562568,2023-08-07,20712,Jumbo Bag Woodland Animals,6.19,10,12720.0,Germany
562568,2023-08-07,23344,Jumbo Bag 50'S Christmas,6.19,10,12720.0,Germany
562569,2023-08-07,21123,Set/10 Ivory Polkadot Party Candles,11.53,3,17323.0,United Kingdom
562569,2023-08-07,23154,Set Of 4 Jam Jar Magnets,12.38,3,17323.0,United Kingdom
562569,2023-08-07,85049F,Baby Boom Ribbons,11.53,3,17323.0,United Kingdom
562569,2023-08-07,85049G,Chocolate Box Ribbons,11.53,3,17323.0,United Kingdom
562569,2023-08-07,85049E,Scandinavian Reds Ribbons,11.53,3,17323.0,United Kingdom
