TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
570827,2023-10-12,22656,Vintage Blue Kitchen Cabinet,594.5,1,15831.0,United Kingdom
C570831,2023-10-12,23064,Cinderella Chandelier,61.45,-2,14911.0,EIRE
570806,2023-10-12,84078A,Set/4 White Retro Storage Cubes,51.2,1,13115.0,United Kingdom
570872,2023-10-12,85161,Acrylic Geometric Lamp,48.65,1,17872.0,United Kingdom
C570831,2023-10-12,84616,Silver Roccoco Chandelier,40.95,-2,14911.0,EIRE
570872,2023-10-12,22762,Cupboard 3 Drawer Ma Campagne,40.15,1,17872.0,United Kingdom
570871,2023-10-12,22605,Wooden Croquet Garden Set,35.83,1,15871.0,United Kingdom
570872,2023-10-12,22423,Regency Cakestand 3 Tier,35.83,1,17872.0,United Kingdom
570872,2023-10-12,84968D,Set Of 16 Vintage Red Cutlery,35.83,1,17872.0,United Kingdom
570793,2023-10-12,22761,Chest 7 Drawer Ma Campagne,35.82,2,12444.0,Norway
570872,2023-10-12,21843,Red Retrospot Cake Stand,31.56,2,17872.0,United Kingdom
570872,2023-10-12,22221,Cake Stand Lovebird 2 Tier Pink,30.71,1,17872.0,United Kingdom
570720,2023-10-12,23009,I Love London Baby Gift Set,27.62,1,17934.0,United Kingdom
570721,2023-10-12,22946,Wooden Advent Calendar Cream,27.62,2,13842.0,United Kingdom
570721,2023-10-12,22947,Wooden Advent Calendar Red,27.62,2,13842.0,United Kingdom
570793,2023-10-12,22848,Bread Bin Diner Style Pink,27.62,2,12444.0,Norway
570793,2023-10-12,22847,Bread Bin Diner Style Ivory,27.62,3,12444.0,Norway
570836,2023-10-12,22946,Wooden Advent Calendar Cream,27.62,2,17410.0,United Kingdom
570856,2023-10-12,22847,Bread Bin Diner Style Ivory,27.62,1,13464.0,United Kingdom
570857,2023-10-12,22946,Wooden Advent Calendar Cream,27.62,1,15555.0,United Kingdom
570862,2023-10-12,22946,Wooden Advent Calendar Cream,27.62,2,17528.0,United Kingdom
C570867,2023-10-12,22848,Bread Bin Diner Style Pink,27.62,-1,12607.0,USA
570871,2023-10-12,22169,Family Album White Picture Frame,27.3,2,15871.0,United Kingdom
570871,2023-10-12,23284,Doormat Keep Calm And Come In,27.3,1,15871.0,United Kingdom
570872,2023-10-12,22169,Family Album White Picture Frame,27.3,1,17872.0,United Kingdom
570872,2023-10-12,22624,Ivory Kitchen Scales,27.3,1,17872.0,United Kingdom
570872,2023-10-12,23284,Doormat Keep Calm And Come In,27.3,2,17872.0,United Kingdom
570872,2023-10-12,82484,Wood Black Board Ant White Finish,27.3,1,17872.0,United Kingdom
570871,2023-10-12,23483,Hanging Butterfly T-Light Holder,26.43,1,15871.0,United Kingdom
570872,2023-10-12,21257,Victorian Sewing Box Medium,26.43,1,17872.0,United Kingdom
570872,2023-10-12,22366,Doormat Airmail,26.43,1,17872.0,United Kingdom
570872,2023-10-12,23283,Doormat Vintage Leaf,26.43,1,17872.0,United Kingdom
570871,2023-10-12,22781,Gumball Magazine Rack,25.58,1,15871.0,United Kingdom
570721,2023-10-12,23472,Nine Drawer Office Tidy,25.57,1,13842.0,United Kingdom
570793,2023-10-12,22762,Cupboard 3 Drawer Ma Campagne,25.57,1,12444.0,Norway
570872,2023-10-12,23531,Wall Art Big Love,24.73,1,17872.0,United Kingdom
570871,2023-10-12,21110,Large Cake Towel Pink Spots,23.87,1,15871.0,United Kingdom
570872,2023-10-12,21110,Large Cake Towel Pink Spots,23.87,1,17872.0,United Kingdom
570700,2023-10-12,22423,Regency Cakestand 3 Tier,23.32,1,14156.0,EIRE
570706,2023-10-12,22423,Regency Cakestand 3 Tier,23.32,2,14911.0,EIRE
570713,2023-10-12,22423,Regency Cakestand 3 Tier,23.32,6,17064.0,United Kingdom
570713,2023-10-12,85066,Cream Sweetheart Mini Chest,23.32,2,17064.0,United Kingdom
