TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
540404,2023-01-07,22929,School Desk And Chair,76.88,2,12947.0,United Kingdom
540420,2023-01-07,84816,Danish Rose Bedside Cabinet,51.2,2,12829.0,EIRE
540410,2023-01-07,84078A,Set/4 White Retro Storage Cubes,46.07,4,12530.0,Germany
540468,2023-01-07,21628,Triangular Pouffe Vintage,40.78,1,12468.0,Germany
540418,2023-01-07,21258,Victorian Sewing Box Large,36.38,1,14418.0,United Kingdom
540418,2023-01-07,22504,Cabin Bag Vintage Retrospot,36.38,2,14418.0,United Kingdom
540418,2023-01-07,85066,Cream Sweetheart Mini Chest,36.38,1,14418.0,United Kingdom
540412,2023-01-07,21277,French Style Embossed Heart Cabinet,32.75,1,13842.0,United Kingdom
540468,2023-01-07,22832,Brocante Shelf With Hooks,32.01,1,12468.0,Germany
540418,2023-01-07,21623,Vintage Union Jack Memoboard,31.14,1,14418.0,United Kingdom
540468,2023-01-07,22767,Triple Photo Frame Cornice,31.14,1,12468.0,Germany
540468,2023-01-07,22890,Novelty Biscuits Cake Stand 3 Tier,31.14,1,12468.0,Germany
540399,2023-01-07,84792,Enchanted Bird Coathanger 5 Hook,15.02,2,14047.0,United Kingdom
540401,2023-01-07,22507,Memo Board Retrospot Design,14.61,64,16013.0,United Kingdom
540402,2023-01-07,20679,Edwardian Parasol Red,16.35,3,16567.0,United Kingdom
540402,2023-01-07,15056P,Edwardian Parasol Pink,16.35,3,16567.0,United Kingdom
540402,2023-01-07,15056N,Edwardian Parasol Natural,16.35,3,16567.0,United Kingdom
540402,2023-01-07,22670,French Wc Sign Blue Metal,11.53,24,16567.0,United Kingdom
540402,2023-01-07,22674,French Toilet Sign Blue Metal,11.53,24,16567.0,United Kingdom
540402,2023-01-07,82581,Toilet Metal Sign,10.81,48,16567.0,United Kingdom
540402,2023-01-07,21171,Bathroom Metal Sign,10.81,48,16567.0,United Kingdom
540402,2023-01-07,79337,Blue Flock Glass Candleholder,10.64,48,16567.0,United Kingdom
540402,2023-01-07,84660C,Pink Stitched Wall Clock,11.53,20,16567.0,United Kingdom
540402,2023-01-07,84660B,Black Stitched Wall Clock,11.53,20,16567.0,United Kingdom
540402,2023-01-07,84660A,White Stitched Wall Clock,11.53,20,16567.0,United Kingdom
540402,2023-01-07,22512,Doorstop Racing Car Design,11.53,8,16567.0,United Kingdom
540402,2023-01-07,22511,Retrospot Babushka Doorstop,11.53,8,16567.0,United Kingdom
540402,2023-01-07,22510,Gingham Babushka Doorstop,11.53,8,16567.0,United Kingdom
540402,2023-01-07,22403,Magnets Pack Of 4 Vintage Labels,10.68,48,16567.0,United Kingdom
540402,2023-01-07,22396,Magnets Pack Of 4 Retro Photo,10.68,48,16567.0,United Kingdom
540402,2023-01-07,22395,Paperweight Vintage Paisley,11.12,12,16567.0,United Kingdom
540402,2023-01-07,22394,Paperweight Kings Choice,11.12,12,16567.0,United Kingdom
540402,2023-01-07,22393,Paperweight Vintage Collage,11.12,12,16567.0,United Kingdom
540402,2023-01-07,22391,Paperweight Home Sweet Home,11.12,12,16567.0,United Kingdom
540402,2023-01-07,22223,Cake Plate Lovebird Pink,12.25,12,16567.0,United Kingdom
540402,2023-01-07,22222,Cake Plate Lovebird White,12.25,12,16567.0,United Kingdom
540402,2023-01-07,82484,Wood Black Board Ant White Finish,15.94,12,16567.0,United Kingdom
540402,2023-01-07,82483,Wood 2 Drawer Cabinet White Finish,16.35,4,16567.0,United Kingdom
540402,2023-01-07,82486,3 Drawer Antique White Wood Cabinet,18.4,4,16567.0,United Kingdom
540404,2023-01-07,16161U,Wrap Suki And Friends,10.68,25,12947.0,United Kingdom
540404,2023-01-07,21495,Skulls And Crossbones Wrap,10.68,25,12947.0,United Kingdom
540404,2023-01-07,16156L,Wrap Carousel,10.68,25,12947.0,United Kingdom
540404,2023-01-07,21509,Cowboys And Indians Birthday Card,10.68,12,12947.0,United Kingdom
540404,2023-01-07,22025,Ring Of Roses Birthday Card,10.68,12,12947.0,United Kingdom
540404,2023-01-07,22814,Card Party Games,10.68,12,12947.0,United Kingdom
