TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
550890,2023-04-21,22826,Love Seat Antique White Metal,210.12,1,14711.0,United Kingdom
550953,2023-04-21,84078A,Set/4 White Retro Storage Cubes,70.0,1,17953.0,United Kingdom
550823,2023-04-21,22803,Ivory Embroidered Quilt,51.2,1,16133.0,United Kingdom
550918,2023-04-21,84078A,Set/4 White Retro Storage Cubes,51.2,1,17630.0,United Kingdom
550965,2023-04-21,84078A,Set/4 White Retro Storage Cubes,51.2,1,16750.0,United Kingdom
550953,2023-04-21,22797,Chest Of Drawers Gingham Heart,44.37,1,17953.0,United Kingdom
550953,2023-04-21,84968C,Set Of 16 Vintage Pistachio Cutlery,35.83,3,17953.0,United Kingdom
550953,2023-04-21,22423,Regency Cakestand 3 Tier,35.83,1,17953.0,United Kingdom
550953,2023-04-21,22424,Enamel Bread Bin Cream,35.83,1,17953.0,United Kingdom
550953,2023-04-21,23065,Large Deco Jewellery Stand,35.83,6,17953.0,United Kingdom
550986,2023-04-21,22423,Regency Cakestand 3 Tier,35.83,2,12986.0,United Kingdom
550986,2023-04-21,22485,Set Of 2 Wooden Market Crates,35.83,1,12986.0,United Kingdom
550986,2023-04-21,85066,Cream Sweetheart Mini Chest,35.83,2,12986.0,United Kingdom
550987,2023-04-21,15058C,Ice Cream Design Garden Parasol,35.83,1,12987.0,United Kingdom
550987,2023-04-21,22485,Set Of 2 Wooden Market Crates,35.83,1,12987.0,United Kingdom
550942,2023-04-21,22761,Chest 7 Drawer Ma Campagne,35.82,1,16587.0,United Kingdom
550992,2023-04-21,22782,Set 3 Wicker Storage Baskets,35.82,1,14512.0,United Kingdom
550953,2023-04-21,21217,Red Retrospot Round Cake Tins,31.56,1,17953.0,United Kingdom
550953,2023-04-21,22061,Large Cake Stand Hanging Strawbery,31.56,1,17953.0,United Kingdom
550953,2023-04-21,22501,Picnic Basket Wicker Large,31.56,3,17953.0,United Kingdom
550986,2023-04-21,22501,Picnic Basket Wicker Large,31.56,1,12986.0,United Kingdom
550986,2023-04-21,72760B,Vintage Cream 3 Basket Cake Stand,31.56,1,12986.0,United Kingdom
550987,2023-04-21,22501,Picnic Basket Wicker Large,31.56,1,12987.0,United Kingdom
550986,2023-04-21,22968,Rose Cottage Keepsake Box,30.71,1,12986.0,United Kingdom
550835,2023-04-21,22849,Bread Bin Diner Style Mint,27.62,1,15034.0,United Kingdom
550835,2023-04-21,22848,Bread Bin Diner Style Pink,27.62,1,15034.0,United Kingdom
550911,2023-04-21,22848,Bread Bin Diner Style Pink,27.62,1,12354.0,Spain
550911,2023-04-21,23008,Dolly Girl Baby Gift Set,27.62,1,12354.0,Spain
550911,2023-04-21,23010,Circus Parade Baby Gift Set,27.62,1,12354.0,Spain
550913,2023-04-21,46775D,Sunset Colour Chunky Knitted Throw,27.62,1,17631.0,United Kingdom
550993,2023-04-21,23007,Spaceboy Baby Gift Set,27.62,1,15810.0,United Kingdom
550993,2023-04-21,23010,Circus Parade Baby Gift Set,27.62,1,15810.0,United Kingdom
550993,2023-04-21,23008,Dolly Girl Baby Gift Set,27.62,1,15810.0,United Kingdom
550993,2023-04-21,23009,I Love London Baby Gift Set,27.62,1,15810.0,United Kingdom
550953,2023-04-21,22169,Family Album White Picture Frame,27.3,1,17953.0,United Kingdom
550986,2023-04-21,22169,Family Album White Picture Frame,27.3,2,12986.0,United Kingdom
550987,2023-04-21,22844,Vintage Cream Dog Food Container,27.3,1,12987.0,United Kingdom
550987,2023-04-21,23066,Small Deco Jewellery Stand,27.3,1,12987.0,United Kingdom
550987,2023-04-21,82484,Wood Black Board Ant White Finish,27.3,1,12987.0,United Kingdom
550835,2023-04-21,21359,Relax Large Wood Letters,26.6,1,15034.0,United Kingdom
550836,2023-04-21,22606,Wooden Skittles Garden Set,26.6,1,14759.0,United Kingdom
550914,2023-04-21,23253,16 Piece Cutlery Set Pantry Design,26.6,1,17061.0,United Kingdom
550953,2023-04-21,21257,Victorian Sewing Box Medium,26.43,1,17953.0,United Kingdom
550953,2023-04-21,21524,Doormat Spotty Home Sweet Home,26.43,1,17953.0,United Kingdom
550986,2023-04-21,22283,6 Egg House Painted Wood,26.43,1,12986.0,United Kingdom
550986,2023-04-21,22794,Sweetheart Wire Magazine Rack,26.43,1,12986.0,United Kingdom
550986,2023-04-21,37370,Retro Coffee Mugs Assorted,26.43,1,12986.0,United Kingdom
550986,2023-04-21,48138,Doormat Union Flag,26.43,1,12986.0,United Kingdom
550986,2023-04-21,48188,Doormat Welcome Puppies,26.43,1,12986.0,United Kingdom
550987,2023-04-21,22692,Doormat Welcome To Our Home,26.43,1,12987.0,United Kingdom
550987,2023-04-21,22840,Round Cake Tin Vintage Red,26.43,1,12987.0,United Kingdom
550987,2023-04-21,84880,White Wire Egg Holder,26.43,1,12987.0,United Kingdom
550820,2023-04-21,22770,Mirror Cornice,25.57,1,13148.0,United Kingdom
550836,2023-04-21,22770,Mirror Cornice,25.57,1,14759.0,United Kingdom
550836,2023-04-21,22605,Wooden Croquet Garden Set,25.57,1,14759.0,United Kingdom
550911,2023-04-21,22839,3 Tier Cake Tin Green And Cream,25.57,1,12354.0,Spain
550918,2023-04-21,22605,Wooden Croquet Garden Set,25.57,1,17630.0,United Kingdom
550944,2023-04-21,22605,Wooden Croquet Garden Set,25.57,2,17109.0,United Kingdom
550958,2023-04-21,22605,Wooden Croquet Garden Set,25.57,1,15281.0,United Kingdom
550987,2023-04-21,22179,Set 10 Night Owl Lights,23.87,1,12987.0,United Kingdom
550820,2023-04-21,18097C,White Tall Porcelain T-Light Holder,12.86,6,13148.0,United Kingdom
550820,2023-04-21,22171,3 Hook Photo Shelf Antique White,18.96,2,13148.0,United Kingdom
550820,2023-04-21,84789,Enchanted Bird Plant Cage,14.09,4,13148.0,United Kingdom
550820,2023-04-21,23066,Small Deco Jewellery Stand,18.71,4,13148.0,United Kingdom
550820,2023-04-21,85123A,Cream Hanging Heart T-Light Holder,13.27,6,13148.0,United Kingdom
550820,2023-04-21,84946,Antique Silver T-Light Glass,11.53,12,13148.0,United Kingdom
550820,2023-04-21,84879,Assorted Colour Bird Ornament,11.98,16,13148.0,United Kingdom
550820,2023-04-21,21136,Painted Metal Pears Assorted,11.98,8,13148.0,United Kingdom
550820,2023-04-21,23184,Bull Dog Bottle Opener,15.32,4,13148.0,United Kingdom
550820,2023-04-21,23146,Triple Hook Antique Ivory Rose,13.62,4,13148.0,United Kingdom
550820,2023-04-21,23147,Single Antique Rose Hook Ivory,11.74,12,13148.0,United Kingdom
550820,2023-04-21,23148,Miniature Antique Rose Hook Ivory,11.1,12,13148.0,United Kingdom
550821,2023-04-21,22841,Round Cake Tin Vintage Green,18.4,1,12506.0,France
550821,2023-04-21,22840,Round Cake Tin Vintage Red,18.4,1,12506.0,France
550821,2023-04-21,22934,Baking Mould Easter Egg White Choc,13.27,1,12506.0,France
550821,2023-04-21,22933,Baking Mould Easter Egg Milk Choc,13.27,1,12506.0,France
550821,2023-04-21,22090,Paper Bunting Retrospot,13.27,1,12506.0,France
550821,2023-04-21,22432,Watering Can Pink Bunny,12.25,1,12506.0,France
550821,2023-04-21,22963,Jam Jar With Green Lid,11.12,1,12506.0,France
550821,2023-04-21,22962,Jam Jar With Pink Lid,11.12,1,12506.0,France
550821,2023-04-21,22960,Jam Making Set With Jars,14.61,1,12506.0,France
550821,2023-04-21,22989,Set 2 Pantry Design Tea Towels,13.58,1,12506.0,France
550821,2023-04-21,22907,Pack Of 20 Napkins Pantry Design,11.12,1,12506.0,France
550821,2023-04-21,22722,Set Of 6 Spice Tins Pantry Design,14.3,1,12506.0,France
550821,2023-04-21,22978,Pantry Rolling Pin,14.09,1,12506.0,France
550821,2023-04-21,84378,Set Of 3 Heart Cookie Cutters,11.53,1,12506.0,France
550821,2023-04-21,84375,Set Of 20 Kids Cookie Cutters,12.4,1,12506.0,France
550821,2023-04-21,21658,Glass Beurre Dish,14.3,1,12506.0,France
550821,2023-04-21,84988,Set Of 72 Pink Heart Paper Doilies,11.74,1,12506.0,France
550821,2023-04-21,84987,Set Of 36 Teatime Paper Doilies,11.74,1,12506.0,France
550821,2023-04-21,21974,Set Of 36 Paisley Flower Doilies,11.74,1,12506.0,France
550821,2023-04-21,22328,Round Snack Boxes Set Of 4 Fruits,13.27,1,12506.0,France
550821,2023-04-21,22604,Set Of 4 Napkin Charms Cutlery,12.86,1,12506.0,France
550821,2023-04-21,22927,Green Giant Garden Thermometer,16.35,1,12506.0,France
550821,2023-04-21,22926,Ivory Giant Garden Thermometer,16.35,1,12506.0,France
550822,2023-04-21,22087,Paper Bunting White Lace,13.27,12,14001.0,United Kingdom
550822,2023-04-21,22090,Paper Bunting Retrospot,13.27,24,14001.0,United Kingdom
550822,2023-04-21,22113,Grey Heart Hot Water Bottle,14.09,24,14001.0,United Kingdom
550822,2023-04-21,22411,Jumbo Shopper Vintage Red Paisley,12.08,100,14001.0,United Kingdom
550822,2023-04-21,22178,Victorian Glass Hanging T-Light,11.53,48,14001.0,United Kingdom
550822,2023-04-21,23056,Flowers Chandelier T-Light Holder,16.66,12,14001.0,United Kingdom
550822,2023-04-21,84755,Colour Glass T-Light Holder Hanging,10.92,64,14001.0,United Kingdom
550822,2023-04-21,22722,Set Of 6 Spice Tins Pantry Design,14.3,4,14001.0,United Kingdom
550822,2023-04-21,21872,Glamorous Mug,11.53,12,14001.0,United Kingdom
550822,2023-04-21,21876,Pottering Mug,11.53,12,14001.0,United Kingdom
550822,2023-04-21,21877,Home Sweet Home Mug,11.53,12,14001.0,United Kingdom
550822,2023-04-21,84987,Set Of 36 Teatime Paper Doilies,11.74,12,14001.0,United Kingdom
550822,2023-04-21,85099B,Jumbo Bag Red Retrospot,6.04,100,14001.0,United Kingdom
550822,2023-04-21,21928,Jumbo Bag Scandinavian Blue Paisley,6.04,100,14001.0,United Kingdom
550823,2023-04-21,22550,Holiday Fun Ludo,13.72,36,16133.0,United Kingdom
550823,2023-04-21,22560,Traditional Modelling Clay,11.34,48,16133.0,United Kingdom
550823,2023-04-21,22427,Enamel Flower Jug Cream,15.84,24,16133.0,United Kingdom
550823,2023-04-21,22429,Enamel Measuring Jug Cream,14.61,8,16133.0,United Kingdom
550823,2023-04-21,22584,Pack Of 6 Panettone Gift Boxes,12.4,144,16133.0,United Kingdom
550823,2023-04-21,22585,Pack Of 6 Birdy Gift Tags,11.34,144,16133.0,United Kingdom
550823,2023-04-21,22139,Retrospot Tea Set Ceramic 11 Pc,14.61,24,16133.0,United Kingdom
550823,2023-04-21,22367,Childrens Apron Spaceboy Design,11.94,50,16133.0,United Kingdom
550823,2023-04-21,22271,Feltcraft Doll Rosie,12.86,48,16133.0,United Kingdom
550823,2023-04-21,22273,Feltcraft Doll Molly,12.86,48,16133.0,United Kingdom
550823,2023-04-21,22274,Feltcraft Doll Emily,12.86,48,16133.0,United Kingdom
550823,2023-04-21,22570,Feltcraft Cushion Rabbit,13.72,24,16133.0,United Kingdom
550823,2023-04-21,21977,Pack Of 60 Pink Paisley Cake Cases,10.68,120,16133.0,United Kingdom
550823,2023-04-21,22626,Black Kitchen Scales,18.09,12,16133.0,United Kingdom
550823,2023-04-21,22607,Wooden Rounders Garden Set,18.96,8,16133.0,United Kingdom
550823,2023-04-21,23144,Zinc T-Light Holder Stars Small,10.99,144,16133.0,United Kingdom
550823,2023-04-21,21792,Classic French Style Basket Green,14.3,8,16133.0,United Kingdom
550823,2023-04-21,20846,Zinc Heart Lattice T-Light Holder,11.34,100,16133.0,United Kingdom
550823,2023-04-21,22500,Set Of 2 Tins Jardin De Provence,15.32,4,16133.0,United Kingdom
550823,2023-04-21,84806B,White Candystuft Artificial Flower,11.74,24,16133.0,United Kingdom
550823,2023-04-21,22915,Assorted Bottle Top Magnets,10.62,120,16133.0,United Kingdom
550823,2023-04-21,16161P,Wrap English Rose,10.68,25,16133.0,United Kingdom
550823,2023-04-21,47591D,Pink Fairy Cake Childrens Apron,11.94,50,16133.0,United Kingdom
550824,2023-04-21,21934,Skull Shoulder Bag,11.94,5,18177.0,United Kingdom
550826,2023-04-21,22771,Clear Drawer Knob Acrylic Edwardian,11.53,36,17158.0,United Kingdom
550826,2023-04-21,22773,Green Drawer Knob Acrylic Edwardian,11.53,24,17158.0,United Kingdom
550826,2023-04-21,23182,Toilet Sign Occupied Or Vacant,11.1,24,17158.0,United Kingdom
