TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
560547,2023-07-19,22826,Love Seat Antique White Metal,97.37,1,17419.0,United Kingdom
560567,2023-07-19,22423,Regency Cakestand 3 Tier,35.83,10,13567.0,United Kingdom
560451,2023-07-19,23008,Dolly Girl Baby Gift Set,27.62,2,14911.0,EIRE
560451,2023-07-19,23007,Spaceboy Baby Gift Set,27.62,2,14911.0,EIRE
560451,2023-07-19,23010,Circus Parade Baby Gift Set,27.62,2,14911.0,EIRE
560451,2023-07-19,22846,Bread Bin Diner Style Red,27.62,2,14911.0,EIRE
560454,2023-07-19,22509,Sewing Box Retrospot Design,27.62,1,12947.0,United Kingdom
560499,2023-07-19,22847,Bread Bin Diner Style Ivory,27.62,2,16713.0,United Kingdom
560590,2023-07-19,22847,Bread Bin Diner Style Ivory,27.62,1,12560.0,Germany
560503,2023-07-19,22606,Wooden Skittles Garden Set,26.6,1,17682.0,United Kingdom
560504,2023-07-19,22606,Wooden Skittles Garden Set,26.6,2,13081.0,United Kingdom
560579,2023-07-19,22606,Wooden Skittles Garden Set,26.6,1,15867.0,United Kingdom
560451,2023-07-19,21627,Elephant Carnival Pouffe,25.57,4,14911.0,EIRE
560451,2023-07-19,21628,Triangular Pouffe Vintage,25.57,4,14911.0,EIRE
560503,2023-07-19,22605,Wooden Croquet Garden Set,25.57,1,17682.0,United Kingdom
560445,2023-07-19,22839,3 Tier Cake Tin Green And Cream,23.32,12,14156.0,EIRE
560445,2023-07-19,22838,3 Tier Cake Tin Red And Cream,23.32,12,14156.0,EIRE
560451,2023-07-19,22423,Regency Cakestand 3 Tier,23.32,4,14911.0,EIRE
560499,2023-07-19,22424,Enamel Bread Bin Cream,23.32,4,16713.0,United Kingdom
560504,2023-07-19,22605,Wooden Croquet Garden Set,23.32,4,13081.0,United Kingdom
560562,2023-07-19,22424,Enamel Bread Bin Cream,23.32,1,15713.0,United Kingdom
560569,2023-07-19,22236,Cake Stand 3 Tier Magic Garden,23.32,1,12480.0,Germany
560569,2023-07-19,22423,Regency Cakestand 3 Tier,23.32,1,12480.0,Germany
560571,2023-07-19,22423,Regency Cakestand 3 Tier,23.32,1,17735.0,United Kingdom
560576,2023-07-19,22423,Regency Cakestand 3 Tier,23.32,2,17287.0,United Kingdom
560579,2023-07-19,22423,Regency Cakestand 3 Tier,23.32,3,15867.0,United Kingdom
560580,2023-07-19,22606,Wooden Skittles Garden Set,23.32,6,14088.0,United Kingdom
560580,2023-07-19,22605,Wooden Croquet Garden Set,23.32,7,14088.0,United Kingdom
C560560,2023-07-19,22423,Regency Cakestand 3 Tier,23.32,-1,17738.0,United Kingdom
560537,2023-07-19,23065,Large Deco Jewellery Stand,23.06,1,17779.0,United Kingdom
560567,2023-07-19,22112,Chocolate Hot Water Bottle,23.02,1,13567.0,United Kingdom
