TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
567290,2023-09-19,22826,Love Seat Antique White Metal,97.37,1,14646.0,Netherlands
567290,2023-09-19,22929,School Desk And Chair,69.65,4,14646.0,Netherlands
567293,2023-09-19,22847,Bread Bin Diner Style Ivory,27.62,2,12640.0,France
567312,2023-09-19,23007,Spaceboy Baby Gift Set,27.62,2,15500.0,United Kingdom
567312,2023-09-19,23008,Dolly Girl Baby Gift Set,27.62,2,15500.0,United Kingdom
567280,2023-09-19,22848,Bread Bin Diner Style Pink,25.57,4,14646.0,Netherlands
567280,2023-09-19,22847,Bread Bin Diner Style Ivory,25.57,8,14646.0,Netherlands
567294,2023-09-19,22839,3 Tier Cake Tin Green And Cream,25.57,1,13774.0,United Kingdom
567197,2023-09-19,22485,Set Of 2 Wooden Market Crates,23.32,4,14934.0,Channel Islands
567197,2023-09-19,22423,Regency Cakestand 3 Tier,23.32,2,14934.0,Channel Islands
567293,2023-09-19,22423,Regency Cakestand 3 Tier,23.32,3,12640.0,France
567312,2023-09-19,22423,Regency Cakestand 3 Tier,23.32,2,15500.0,United Kingdom
C567332,2023-09-19,22423,Regency Cakestand 3 Tier,23.32,-2,13767.0,United Kingdom
567197,2023-09-19,23111,Parisienne Sewing Box,23.06,2,14934.0,Channel Islands
567296,2023-09-19,23427,Stool Home Sweet Home,23.06,2,12682.0,France
567326,2023-09-19,23073,Georgian Trinket Box,23.06,2,14290.0,United Kingdom
567327,2023-09-19,23427,Stool Home Sweet Home,23.06,1,13102.0,United Kingdom
567328,2023-09-19,23072,Marie Antoinette Trinket Box Silver,23.06,2,14356.0,United Kingdom
567334,2023-09-19,23427,Stool Home Sweet Home,23.06,2,14911.0,EIRE
567334,2023-09-19,23111,Parisienne Sewing Box,23.06,2,14911.0,EIRE
C567330,2023-09-19,23111,Parisienne Sewing Box,23.06,-2,13552.0,United Kingdom
567204,2023-09-19,22622,Box Of Vintage Alphabet Blocks,22.5,2,15365.0,United Kingdom
567197,2023-09-19,21843,Red Retrospot Cake Stand,21.47,2,14934.0,Channel Islands
567280,2023-09-19,22423,Regency Cakestand 3 Tier,21.47,16,14646.0,Netherlands
C567347,2023-09-19,22423,Regency Cakestand 3 Tier,21.47,-7,15465.0,United Kingdom
567188,2023-09-19,15056N,Edwardian Parasol Natural,16.35,33,12457.0,Switzerland
567189,2023-09-19,23293,Set Of 12 Fairy Cake Baking Cases,11.1,8,17069.0,United Kingdom
567189,2023-09-19,23546,Wrap Paisley Park,10.68,25,17069.0,United Kingdom
567189,2023-09-19,23549,Wrap Bird Garden,10.68,25,17069.0,United Kingdom
567189,2023-09-19,23231,Wrap Vintage Doily,10.68,25,17069.0,United Kingdom
567189,2023-09-19,23545,Wrap Red Vintage Doily,10.68,25,17069.0,United Kingdom
567189,2023-09-19,23292,Spaceboy Childrens Cup,11.53,16,17069.0,United Kingdom
567189,2023-09-19,23290,Spaceboy Childrens Bowl,11.53,16,17069.0,United Kingdom
567189,2023-09-19,23360,Set 8 Candles Vintage Doily,12.25,12,17069.0,United Kingdom
567189,2023-09-19,22795,Sweetheart Recipe Book Stand,17.17,6,17069.0,United Kingdom
567189,2023-09-19,23109,Pack Of Six Led Tea Lights,13.21,6,17069.0,United Kingdom
567189,2023-09-19,22075,6 Ribbons Elegant Christmas,11.94,12,17069.0,United Kingdom
567189,2023-09-19,23234,Biscuit Tin Vintage Christmas,13.21,6,17069.0,United Kingdom
567189,2023-09-19,84347,Rotating Silver Angels T-Light Hldr,12.86,24,17069.0,United Kingdom
567189,2023-09-19,22158,3 Hearts Hanging Decoration Rustic,13.27,16,17069.0,United Kingdom
567189,2023-09-19,23319,Box Of 6 Mini 50'S Crackers,12.8,12,17069.0,United Kingdom
567189,2023-09-19,85049E,Scandinavian Reds Ribbons,11.53,24,17069.0,United Kingdom
567189,2023-09-19,85049A,Traditional Christmas Ribbons,11.53,24,17069.0,United Kingdom
567189,2023-09-19,23247,Biscuit Tin 50'S Christmas,13.21,12,17069.0,United Kingdom
567189,2023-09-19,20725,Lunch Bag Red Retrospot,5.97,10,17069.0,United Kingdom
567189,2023-09-19,23208,Lunch Bag Vintage Leaf Design,5.97,10,17069.0,United Kingdom
567189,2023-09-19,22383,Lunch Bag Suki Design,5.97,10,17069.0,United Kingdom
567189,2023-09-19,23209,Lunch Bag Vintage Doily,5.97,10,17069.0,United Kingdom
567190,2023-09-19,23355,Hot Water Bottle Keep Calm,14.5,24,18226.0,United Kingdom
567190,2023-09-19,23400,Shelf With 4 Hooks Home Sweet Home,16.66,2,18226.0,United Kingdom
