TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
554836,2023-05-26,22655,Vintage Red Kitchen Cabinet,660.62,1,13015.0,United Kingdom
554810,2023-05-26,22656,Vintage Blue Kitchen Cabinet,594.5,1,14816.0,United Kingdom
554810,2023-05-26,22655,Vintage Red Kitchen Cabinet,594.5,1,14816.0,United Kingdom
554788,2023-05-26,23064,Cinderella Chandelier,61.45,1,12987.0,United Kingdom
554824,2023-05-26,84078A,Set/4 White Retro Storage Cubes,51.2,1,15785.0,United Kingdom
554825,2023-05-26,84078A,Set/4 White Retro Storage Cubes,51.2,1,16843.0,United Kingdom
554809,2023-05-26,22824,3 Tier Sweetheart Garden Shelf,47.1,1,16838.0,United Kingdom
554714,2023-05-26,22423,Regency Cakestand 3 Tier,35.83,1,15714.0,United Kingdom
554714,2023-05-26,22776,Sweetheart 3 Tier Cake Stand,30.71,1,15714.0,United Kingdom
554701,2023-05-26,22802,Faux Fur Chocolate Throw,30.7,1,12974.0,United Kingdom
554702,2023-05-26,22846,Bread Bin Diner Style Red,27.62,1,15805.0,United Kingdom
554765,2023-05-26,22797,Chest Of Drawers Gingham Heart,27.62,1,16837.0,United Kingdom
554820,2023-05-26,22847,Bread Bin Diner Style Ivory,27.62,2,15622.0,United Kingdom
554826,2023-05-26,22848,Bread Bin Diner Style Pink,27.62,1,12493.0,France
554714,2023-05-26,20750,Red Retrospot Mini Cases,27.3,1,15714.0,United Kingdom
554823,2023-05-26,22606,Wooden Skittles Garden Set,26.6,1,16624.0,United Kingdom
554837,2023-05-26,22606,Wooden Skittles Garden Set,26.6,4,14584.0,United Kingdom
554714,2023-05-26,23283,Doormat Vintage Leaf,26.43,1,15714.0,United Kingdom
554714,2023-05-26,23112,Parisienne Curio Cabinet,25.58,1,15714.0,United Kingdom
554765,2023-05-26,21781,Ma Campagne Cutlery Box,25.57,1,16837.0,United Kingdom
554816,2023-05-26,21476,Steel Sweetheart Round Table Cream,25.57,4,17550.0,United Kingdom
554827,2023-05-26,22846,Bread Bin Diner Style Red,25.57,16,14646.0,Netherlands
554704,2023-05-26,22423,Regency Cakestand 3 Tier,23.32,2,15658.0,United Kingdom
554718,2023-05-26,21735,Two Door Curio Cabinet,23.32,2,12942.0,United Kingdom
554788,2023-05-26,85066,Cream Sweetheart Mini Chest,23.32,2,12987.0,United Kingdom
554813,2023-05-26,22423,Regency Cakestand 3 Tier,23.32,1,15852.0,United Kingdom
554813,2023-05-26,21340,Classic Metal Birdcage Plant Holder,23.32,1,15852.0,United Kingdom
554813,2023-05-26,22485,Set Of 2 Wooden Market Crates,23.32,2,15852.0,United Kingdom
554832,2023-05-26,22526,Wheelbarrow For Children,23.32,2,16092.0,United Kingdom
554842,2023-05-26,22423,Regency Cakestand 3 Tier,23.32,2,14740.0,United Kingdom
554842,2023-05-26,22526,Wheelbarrow For Children,23.32,1,14740.0,United Kingdom
554698,2023-05-26,47566,Party Bunting,15.32,8,16678.0,United Kingdom
