TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country
581214,2023-12-08,23494,Vintage Doily Deluxe Sewing Kit,6.19,12,14251.0,United Kingdom
581214,2023-12-08,22969,Homemade Jam Scented Candles,6.19,60,14251.0,United Kingdom
581214,2023-12-08,22910,Paper Chain Kit Vintage Christmas,6.19,40,14251.0,United Kingdom
581214,2023-12-08,22734,Set Of 6 Ribbons Vintage Christmas,6.19,12,14251.0,United Kingdom
581214,2023-12-08,22621,Traditional Knitting Nancy,6.19,12,14251.0,United Kingdom
581214,2023-12-08,22144,Christmas Craft Little Friends,6.19,12,14251.0,United Kingdom
581214,2023-12-08,22086,Paper Chain Kit 50'S Christmas,6.19,40,14251.0,United Kingdom
581214,2023-12-08,21914,Blue Harmonica In Box,6.19,12,14251.0,United Kingdom
581214,2023-12-08,21791,Vintage Heads And Tails Card Game,6.19,12,14251.0,United Kingdom
581214,2023-12-08,21790,Vintage Snap Cards,6.19,12,14251.0,United Kingdom
581215,2023-12-08,20983,12 Pencils Tall Tube Red Retrospot,6.19,24,13408.0,United Kingdom
581215,2023-12-08,22421,Lipstick Pen Fuschia,6.19,48,13408.0,United Kingdom
581215,2023-12-08,22727,Alarm Clock Bakelike Red,6.19,12,13408.0,United Kingdom
581215,2023-12-08,22809,Set Of 6 T-Lights Santa,6.19,36,13408.0,United Kingdom
581215,2023-12-08,23382,Box Of 6 Christmas Cake Decorations,6.19,36,13408.0,United Kingdom
581215,2023-12-08,21181,Please One Person Metal Sign,6.19,48,13408.0,United Kingdom
581215,2023-12-08,22695,Wicker Wreath Small,6.19,36,13408.0,United Kingdom
581215,2023-12-08,23370,Set 36 Colouring Pencils Doily,6.19,32,13408.0,United Kingdom
581216,2023-12-08,48187,Doormat New England,6.19,4,16523.0,United Kingdom
581216,2023-12-08,48194,Doormat Hearts,6.19,4,16523.0,United Kingdom
581216,2023-12-08,48185,Doormat Fairy Cake,6.19,4,16523.0,United Kingdom
581216,2023-12-08,23283,Doormat Vintage Leaf,6.19,2,16523.0,United Kingdom
581216,2023-12-08,48129,Doormat Topiary,7.24,2,16523.0,United Kingdom
581216,2023-12-08,23284,Doormat Keep Calm And Come In,7.24,2,16523.0,United Kingdom
581216,2023-12-08,22690,Doormat Home Sweet Home Blue,7.24,2,16523.0,United Kingdom
581216,2023-12-08,20685,Doormat Red Retrospot,7.24,2,16523.0,United Kingdom
